,Ingredients,Cuisine
723,l turkey chicken stock thumbsize piece root ginger peeled star anise cinnamon stick cloves dried rice noodles type fish sauce limes one juiced one wedges roast turkey shredded bag beansprouts bunch coriander bunch mint spring onions red chillies leave seeds like hot,16
724,rice noodle sugar snap pea shredded carrots coarsely grated baby spinach peeled cooked prawn defrosted frozen red chilli deseeded rice vinegar caster sugar fish sauce mint,16
725,x rice noodles sugar snap peas lengthways sesame oil spring onions diagonally coriander torn hot smoked flaked salmon pretzel bread roll soy sauce clear honey lemon juice groundnut sunflower oil plump garlic clove grated knob root ginger coarsely grated,16
726,pineapple pineapple chunks beansprout cooked king prawn cucumber peeled deseeded angle cherry tomatoes halved handful mint leaves unsalted cashew toasted like red chilli deseeded garlic clove golden caster sugar juice limes fish sauce,16
727,carrots cut thin sticks grated red cabbage shredded red onions handful mint leaves handful coriander leaves handful toasted peanuts juice limes groundnut oil red chilli deseeded soft brown sugar,16
728,boneless skinless chicken breast fish sauce zest juice lime caster sugar bag mixed salad leaves handful coriander red onion chilli deseeded cucumber halved lengthways,16
729,mixed dried fruit cold tea irish whiskey knob butter greasing plain flour baking powder light brown sugar mixed spice freerange egg golden caster sugar freerange egg yolks whole milk double cream vanilla pod split seeds removed white chocolate broken pieces irish whiskey irish cream liqueur orange grated zest juice caster sugar pitted prunes irish whiskey,17
730,potato peeled grated cold mashed potato plain flour heaped baking powder melted butter salt freshly ground black pepper milk olive oil rashers smoked streaky bacon maple syrup,17
731,colcannon mashed potato potatoes rooster peeled grated plain flour milk knob butter rapeseed oil frying sea salt freshly ground black pepper mackerel gutted butterflied filleted olive oil garlic cloves knob butter dill garnish lemon juice head frissee lettuce inner leaves removed olive oil white wine vinegar dijon mustard,17
732,olive oil shin beef cut pieces onions celery sticks garlic cloves thyme sprig leaves removed bay leaf tomato pur e veal beef stock irish stout butter potatoes peeled cubed slices irish soda bread crusts removed cut triangles dijon mustard fresh flatleaf parsley fresh oysters shucked lemon juice garlic clove fresh tarragon snipped fresh chives fresh chervil leaves fresh tarragon leaves,17
733,potatoes well scrubbed left whole jackets pint milk butter salt white pepper bunch spring onions,17
734,floury potatoes boiled tender cabbage shredded lightly steamed cream salt black pepper onions little bacon fat beef dripping oil frying,17
735,buttermilk rosemary sprigs x fillet beef carrots peeled cumin seeds wrapped square muslin cloth milk double cream cold mashed potato potato scrubbed grated plain flour freerange egg pinch grated nutmeg rosemary sprigs leaves picked unsalted butter oil pinch salt oil deep frying stems baby kale splash smoked blackberry balsamic vinegar goodquality balsamic vinegar hot gravy,17
736,dulse seaweed available specialist suppliers healthfood shops butter softened lemon juice fresh mackerel guts removed ask fishmonger butterfly mackerel shallot broad beans without pods inner membranes removed fresh peas half removed pods half split left pods asparagus spears trimmed sprigs fresh tarragon leaves,17
737,lamb rump joint buttermilk garlic cloves lightly crushed rosemary sprig thyme sprig olive oil culinary hay smoking purple sprouting broccoli little gem lettuces halved lemon cut wedges plain flour baking powder mashed potato without butter milk potatoes grated excess liquid squeezed fullfat milk bunch wild garlic leaves olive oil frying salt freshly ground black pepper bunch mint pinch salt red wine vinegar instant thickening starch thicken irish malt whiskey honey knob butter butter oats rosemary sprig leaves picked,17
738,single cream tin condensed milk irish whiskey camp coffee essence chocolate sauce vanilla essence almond essence,17
739,fatty minced pork breadcrumbs freerange egg beaten garlic clove crushed fresh parsley marjoram olive sunflower oil salt freshly ground black pepper floury potatoes scrubbed butter green cabbage outer leaves removed discarded inner leaves hot milk fresh parsley cooking apple peeled cored water caster sugar,17
740,vegetable oil braising steak cut chunks onions celery stalks carrots beef stock stock cubes potatoes unsalted butter sea salt freshly ground black pepper,17
741,good glugs irish whiskey demerara sugar enough hot strong coffee fill glasses heaped whipped cream,17
742,butter digestive biscuits crushed cream cheese baileys irish cream liqueur icing sugar double cream whipped grated chocolate double cream whipped cocoa powder dust,17
743,butter softened loaf white farmhouse bread sultanas freerange egg yolks freerange eggs caster sugar double cream milk drops vanilla extract irish cream liqueur demerara sugar double cream,17
744,wholemeal flour strong white flour extra sprinkling heaped bicarbonate soda pinch salt buttermilk freerange egg honey potato undyed smoked haddock fillets skin bay leaf shallot halved fullfat milk unsalted butter onion clove garlic sweetcorn kernels thawed frozen handful runner beans scallops steamed clams pollock fillet diced raw king prawns fresh flatleaf parsley freshly ground black pepper,17
745,whole milk plain flour irish cheddar cheese grated breadcrumbs english mustard powder stout freerange eggs yolks spring onions slices toasted soda bread,17
746,selfraising wholemeal flour plain flour salt bicarbonate soda pint buttermilk,17
747,stewing beef cut cubes streaky bacon olive oil baby onions peeled button mushrooms left whole carrots cut quarters baby carrots scrubbed left whole salt freshly ground black pepper thyme parsley cloves garlic crushed grated red wine chicken beef stock butter flour champ,17
748,plain wholemeal flour plain white flour bicarbonate soda salt buttermilk extra flour dusting,17
749,potatoes scrubbed butter milk want rich use milk cream peas spring onions parsley salt freshly ground black pepper,17
750,red peppers butter potatoes peeled cubes onions salt freshly ground pepper homemade chicken stock vegetable stock creamy milk sprigs flatleaf parsley roasted chillies,17
751,butter potatoes peeled diced onions diced homemade chicken stock vegetable stock creamy milk salt freshly ground black pepper freshly herbs garnish,17
752,butter caster sugar eggs preferably free range white flour preferably unbleached red rhubarb thick sugar caster sugar sprinkling softly whipped cream barbados sugar,17
753,beef fillet trimmed one piece olive oil cracked black peppercorns mixed salad leaves snipped fresh chives garnish fresh chervil leaves garnish celery sticks cut diagonally slices olive oil salt cracked black peppercorns cashel blue cheese crumbled makes use salt freshly ground black pepper dijon mustard white wine vinegar light olive oil,17
754,plain flour extra dusting wholemeal flour bicarbonate soda salt butter melted black treacle buttermilk alternatively use warm milk lemon juice,17
755,selfraising white flour extra dusting rolling wholemeal flour soft brown sugar bicarbonate soda flaked sea salt fullfat natural yoghurt fullfat milk extra glazing,17
756,vegetable oil greasing plain flour extra dusting bicarbonate soda salt wholemeal flour extra dusting dark brown sugar pint stout buttermilk,17
757,plain white flour bicarbonate soda cream tartar sea salt sugar buttermilk butter extra mashed potato plain flour extra dusting salt taste beef pork sausages ripe tomatoes cut half button mushrooms cleaned olive oil salt freshly ground black pepper slices readymade black pudding rashers smoked bacon freerange eggs,17
758,scrag end neck lamb bone carrots onion celery sticks leek garlic cloves crushed bay leaf sprig fresh thyme sea salt freshly ground black pepper carrots baby pickling onions floury potato weight peeled diced spring onions little fresh parsley,17
759,big knobs butter glug olive oil onions cut various sizes cloves garlic crushed potatoes cut various sizes lamb chops excess fat trimmed reserved thick neck chops best go butcher salt freshly ground black pepper pint goodquality lamb stock parsley,17
760,plain mashed potato still hot kale savoy cabbage cooked carrots peeled cooked mashed double cream milk spring onions butter melted,17
761,pints whole milk short grain pudding rice butter caster sugar vanilla pod split blanched almonds cherries pitted caster sugar lemon juice arrowroot kirsch taste double cream whipped,18
762,oil onion anchovy fillet reduced veal stock chicken stock double cream cornflour salt freshly ground black pepper onion double cream milk salt ground allspice fresh breadcrumbs beef mince pork mince vegetable oil frying extra greasing unsalted butter white cabbage shaved mandoline head fennel shaved mandoline salt apples shaved mandoline olive oil soured cream salt pepper white wine vinegar new potatoes cooked,18
763,raw beetroot scrubbed skin left cherry vinegar red onion bramley apple peeled grated wholegrain mustard olive oil horseradish freshly grated honey handful foraged leaves sea aster sea beet chickweed rapeseed oil taste bestquality rump steak trimmed diced sea salt flakes freshly ground black pepper smoked soft cheese single cream cr fra che unsalted butter brown breadcrumbs foraged leaves,18
764,butter softened caster sugar lemon zest plain flour ground almonds ground cardamom heaped cardamom seeds ground pestle mortar,18
765,unsalted butter milk salt plain wholemeal plain flour extra dusting strong white flour fastaction yeast ground cardamom caster sugar freerange eggs olive oil greasing unsalted butter softened caster sugar cinnamon freerange egg beaten,18
766,cod fillet skinned boned whipping cream lemon zest freerange egg beaten plain flour extra dusting salt turns black peppermill handful dill capers butter freerange egg yolk white wine vinegar salt olive oil mayonnaise see capers pickled gherkin onion grated squeeze lemon juice dijon mustard curry powder handful chives sprigs fresh tarragon whipping cream lightly whipped,18
767,leeks carrots onion butter extra greasing cod loin skinned cut chunks plain flour dry white wine salt freshly ground black pepper white wine vinegar shallots sprigs fresh tarragon freshly bay leaf peppercorns freerange egg yolks unsalted butter,18
768,klippfisk salt cod soaked hours pints boiling water sprig rosemary mustard seeds allspice white peppercorns cloves garlic clove leek shredded onion carrots shredded butter pints milk pints soured cream rosemary sprigs garnish,18
769,olive oil onion carrot diced celery stick diced crayfish around crayfish shelled tail meat reserved soup white wine bay leaves bunch dill stems sprigs parsley garlic cloves peeled left whole lemon zest black peppercorns star anise butter onion potatoes cut cubes leeks washed rounds dill leaves salt freshly ground black pepper cr fra che,18
770,crayfish bottle stout salt sugar bunch dill crowns dill leaves anise seeds fennel seeds butter truffle oil salt,18
771,plain flour baking powder caster sugar pinch salt freerange eggs milk butter melted icing sugar dusting fruit comp te cr fra che sour cream,18
772,split peas pinch bicarbonate soda ham hock onions one left whole cloves stuck one blade mace bay leaves carrot hot mustard double cream salt freshly ground black pepper,18
773,strong white flour extra dusting salt approximately fastaction yeast unsalted butter softened cut cubes extra greasing caster sugar freerange eggs fullfat milk warmed dried cherries mixed peel sultanas dried apricots pecans caster sugar ground cinnamon apricot jam lemon juice icing sugar,18
774,yellow mustard seeds brown mustard seeds white wine vinegar honey light ale freerange egg yolks white wine vinegar dijon mustard vegetable oil fresh dill caster sugar fine salt fresh dill side salmon filleted skin removed pin boned heads little gem lettuce leaves separated freerange egg yolk english mustard clear honey cider vinegar vegetable sunflower oil banana shallot garlic clove flatleaf parsley mint basil thyme wholemeal bread butter,18
775,water limes juice white wine white peppercorns bay leaves white wine vinegar salt x herring fillets cooked new potatoes mayonnaise fresh dill wholegrain mustard lemon juice curry paste salt freshly ground black pepper sprigs fresh dill lemon wedges,18
776,cooked beetroot quartered good handfuls fresh dill sea salt freshly ground black pepper caster sugar runny honey wholegrain mustard x salmon fillets swedish crisp bread watercress sprigs fresh dill sprigs caster sugar cider vinegar sea salt shallot cucumber cr fra che good handful fresh dill lemon juice freshly ground black pepper,18
777,butter onion red cabbage around shredded bramley apple peeled cored red wine vinegar blueberries dark brown sugar bramble jelly jam redcurrant jelly cloves length cinnamon stick freshly ground black pepper salt bestend lamb chops plain flour freerange eggs beaten fresh white breadcrumbs butter frying vegetable rapeseed oil salt pepper new potatoes boiled knob butter freshly parsley,18
778,mediumsized potatoes butter onion tinned sprat fillets salt pepper single cream whole milk dried breadcrumbs,18
779,vegetable oil lard pork preferably pork shoulder diced stewing beef diced lamb mutton preferably shoulder neck fillet diced onions carrots cut chunks black peppercorns allspice berries bay leaves salt freshly ground pepper mashed potato lingonberry jam,18
780,potatoes mediumsized potatoes plain flour freerange egg egg yolks sea salt knob butter button mushrooms shallots garlic clove sprig thyme leaves pinch allspice salt freshly ground black pepper butter extra frying frozen lingonberries defrosted sugar wild mushrooms,18
781,butter milk x sachet fastacting yeast caster sugar plain flour ground cardamom oil greasing raspberries granulated sugar milk double cream freerange egg yolks caster sugar vanilla extract cornflour freerange egg lightly beaten glazing icing sugar desiccated coconut,18
782,unsalted butter caraway seeds plain flour fullfat milk cream cheese salt freshly ground black pepper onion peeled tinned tuna drained flaked pasta macaroni penne fusilli cooked according packet instructions drained dried breadcrumbs anchovy fillets cut half lengthways,18
783,sea salt sardines filleted cider vinegar cider caster sugar juniper berries pink peppercorns bay leaf sprigs fresh thyme onion vegetable oil deepfrying plain flour bottle beer anchovies lovage leaves salt freshly ground black pepper bunch fresh dill mayonnaise wholegrain mustard american mustard lemon juice pinch sugar salt freshly ground black pepper pink fir apple potatoes pinch dill seeds olive oil white cabbage shredded cucumber toasted cumin seeds salt freshly ground black pepper,18
784,milk vanilla pod split half lengthways seeded scraped freerange egg yolks caster sugar cornflour unsalted butter raspberries jam sugar freerange eggs caster sugar cornflour plain flour baking powder butter melted pink readytoroll icing icing sugar dusting pints double cream dark chocolate cocoa solids melted ground almonds caster sugar icing sugar extra dusting freerange eggs beaten almond extract green food colouring paste use liquid food colouring,18
785,potatoes cut dice carrot cut cubes vegetable oil smoked bacon lardons leftover roast meat pork beef lamb diced butter onions diced mushrooms diced sprig thyme leaves smoked sausages diced dried mushrooms soaked boiled water freerange egg yolks tablespoons marjarom oregano lingonberry jam slices pickled beetroot,18
786,fullfat milk water dark soft brown sugar x sachet fastaction dried yeast rye flour strong white flour extra dusting fine sea salt caraway seeds sunflower oil greasing,18
787,wholemeal rye flour extra dusting salt baking powder heaped anise seeds fennel seeds honey butter softened freerange egg white mixture seeds caraway anise poppy sesame,18
788,caster sugar salt pink peppercorns coriander seeds bunches fresh dill leaves salmon fillet skin pin bones removed dijon mustard juniper berries brown mustard seeds yellow mustard seeds pinch dark soft brown sugar red wine vinegar sea salt freshly ground black pepper champagne pumpernickel bread,18
789,x centrecut pieces salmon skin pinbones removed coarse sea salt light muscovado sugar granulated sugar dill seeds coriander seeds cracked black pepper limes zest gin fresh dill lemon cut wedges rye bread lightly dressed green salad,18
790,caster sugar water whipping cream granny smith apples peeled cored cubes sea salt fullfat milk butter strong white flour salt x sachet fastaction dried yeast vegetable oil greasing,18
791,lukewarm water sugar sachet fastaction dried yeast plain flour extra dusting milk salt butter melted freerange egg oil greasing tray egg beaten glazing sealing olive oil onion garlic cloves crushed boiled smoked ham jarlsberg cheese grated parsley caraway seeds flaked sea salt freshly ground black pepper,18
792,savoy cabbage vegetable oil salt white wine vinegar caster sugar red onions cut wedges light chicken stock butter banana shallot garlic cloves pearl barley dry white wine cream cheese v sterbotten parmesan cheese grated fennel seeds dill seeds coriander seeds sushigrade salmon fillet beetroot peeled fennel bulb piece fresh horseradish grated buttermilk,18
793,milk honey butter fresh yeast instant yeast flour salt vegetable oil chanterelles sugar white wine vinegar cinnamon stick black peppercorns shallot frozen lingonberries caster sugar unsalted butter room temperature allspice peppercorns ground sherry vinegar pinch salt sirloin steak preferably grassfed beef cut cubes cold pressed rapeseed oil olive oil shallot dijon mustard salt curly parsley freshly grated horseradish,18
794,plain white flour extra dusting wholegrain spelt flour sea salt butter extra greasing quark fromage frais baby spinach leaves shallot knob butter freerange eggs cr fra che cottage cheese ground nutmeg sea salt extra taste freshly ground black pepper extra taste smoked salmon slices cut squares kale trimmed washed shredded excess water squeezed pomegranates seeds removed lime juice rapeseed oil,18
795,freerange egg yolks dijon mustard lemon juice flavourless oil sea salt freshly ground black pepper white wine vinegar cucumbers caster sugar pinch sea salt carrot peeled shallot grated celery cucumber deseeded homemade mayonnaise curry powder ground turmeric mustard powder lemon juice pinch caster sugar salt freshly ground pepper cod fillet another white fish onion grated freerange eggs lightly beaten grated nutmeg fresh dill tarragon leaves capers plain flour salt freshly ground black pepper sparkling water salted butter slices rye bread salted butter sprigs fresh dill,18
796,plain flour cinnamon ground ginger freshly grated nutmeg baking powder salt soft brown muscovado sugar whole milk butter candied peel flaked almonds garnish,18
797,milk saffron threads unsalted butter strong white bread flour extra dusting salt x sachet instant yeast caster sugar quark cheese vegetable oil greasing freerange egg yolk glazing raisins,18
798,bottle red wine quality matter sticks cinnamon dried root ginger dried seville orange peel orange cant get seville green cardamom pods whole cloves sugar flaked almonds raisins splash either vodka aquavit rum cognac,18
799,saffron threads tepid milk strong white flour sachet fastaction dried yeast salt golden caster sugar unsalted butter melted quark cheese freerange egg yolk handful raisins,18
800,olive oil onion garlic clove wild boar pork minced anchovy fillets breadcrumbs freerange egg milk single cream allspice nutmeg salt freshly ground pepper butter flour white wine beef stock single cream lingonberry jam redcurrant jelly sprigs dill,18
801,maris piper potatoes peeled cut chunks freerange egg beaten butter red onion beef mince pork mince ground allspice bunch flatleaf parsley single cream salt freshly ground black pepper unsalted butter red onion carrot peeled beef stock plain flour pinch ground allspice single cream soy sauce redcurrant jelly maris piper potatoes peeled cut chunks butter whole milk freshly dill sprigs,18
802,olive oil spanish onion dried oregano celery salt pinch cumin pork mince freerange egg yolk plain flour extra dusting mustard salt freshly ground black pepper olive oil clove fresh garlic crushed paste pestle mortar passata pressed seived tomatoes salt freshly ground black pepper hard cheese gruy emmental cheddar grated,18
803,trout fillets sea trout arctic char pinboned whole milk ground almonds flour seasoned salt pepper olive oil butter flaked almonds parsley capers lemon juice zest,18
804,strong white flour extra dusting cornflour sachet fastaction yeast caster sugar ground cardamom salt soya milk almond milk dairyfree margarine dairyfree margarine golden syrup soft light brown sugar pinch salt soft light brown sugar ground cinnamon pecans toasted spiced apple butter apple pur e pur ed medjool dates,18
805,distilled vinegar caster sugar pinch flaked sea salt mustard seeds dill lebanese cucumbers using mandolin fennel bulb using mandolin shallots white wine vinegar salt arctic char fillet extra virgin olive oil drizzling scottish girolles washed cold water dried kitchen paper chives cooked prawns peeled dill garnish flaked sea salt,18
806,olive oil x leg lamb cut bone pieces onion garlic clove salt black pepper ground ginger ground turmeric saffron strands bunch fresh coriander bunch fresh parsley cinnamon sticks dried apricots dried prunes caster sugar ground cinnamon vegetable oil blanched almonds toasted sesame seeds,19
807,pistachio kernels caster sugar ground cinnamon sheets readymade filo pastry cornflour dusting unsalted butter melted clear honey caster sugar lime zest cinnamon stick limes zest removed long thin strips using canelle knife pistachio kernels halved,19
808,braising steak ideally chuck steak sunflower oil onions halved garlic cloves ground cumin ground coriander hot chilli powder tomatoes chickpeas drained rinsed clear honey beef stock cube cinnamon stick sweet potato around eating apples bunch fresh coriander nosoak dried prunes halved flaked sea salt freshly ground black pepper redskinned eating apple butter clear honey,19
809,dried red chillies soaked cold water drained fresh red chillies seeds removed ground cumin ground caraway seeds smoked sweet paprika garlic cloves tomato pur e red wine vinegar olive oil rump steak cut cubes olive oil salt freshly ground black pepper red onions cut wedges lemon juice butter olive oil onion garlic clove basmati rice lemon zest juice chicken stock salt freshly ground black pepper coriander leaves,19
810,olive oil onion peeled garlic cloves peeled cayenne pepper ground ginger ground coriander ground cumin cinnamon stick ground turmeric butternut squash peeled seeds removed cut cubes tinned tomatoes vegetable stock preserved lemons rind clear honey salt freshly ground black pepper couscous pint hot vegetable stock lemons zest toasted flaked almonds fresh parsley chives coriander olive oil handful coriander garnish,19
811,butter chicken cut pieces onions garlic cloves piece root ginger grated cinnamon sticks raselhanout north african spice blend salt freshly ground black pepper ground turmeric ground cinnamon saffron preserved lemon honey pint chicken stock dates stones removed halved salt freshly ground black pepper fresh flatleaf parsley bulgur wheat soaked cold water overnight red onion tomatoes seeds removed diced bunches flatleaf parsley bunch mint bunch coriander lemon juice extra virgin olive oil,19
812,olive oil chicken thighs around boneless butter onions garlic cloves ground ginger ground cinnamon ground turmeric pinch saffron chicken stock water freerange eggs beaten ground almonds pistachios dried dates orange blossom water grated orange zest fresh parsley butter melted sheets filo pastry egg beaten glaze salt freshly ground black pepper icing sugar garnish pinch ground cinnamon garnish,19
813,onions garlic cloves sprigs fresh coriander bunch fresh flatleaf parsley olive oil lemon juice salt freshly ground black pepper ground ginger cinnamon ground turmeric chicken legs skinned rinsed cold running water patted dry pinch saffron chicken stock cube dried prunes sugar dried apricots almonds blanched skinned toasted,19
814,green olives olive oil onion chicken breasts garlic cloves raselhanout available supermarkets specialist shops saffron threads ground ginger freshly ground black pepper preserved lemon peel fresh coriander fresh parsley vegetables,19
815,olive oil frying chicken thighs onion garlic cloves piece fresh root ginger grated saffron ground turmeric ground coriander raselhanout cinnamon stick chicken stock red chilli tomatoes clear honey mint leaves coriander butter salt pepper bulgur wheat soaked cold water overnight mint coriander red onion pistachio nuts whole skinned almonds dried apricots pomegranate seeds lemons juice,19
816,olive oil onions garlic cloves ground ginger ground white pepper ground cinnamon cloves broken generous pinch saffron soaked little water chicken stock water whole chicken jointed pieces preserved lemons cut strips green olives fresh parsley fresh coriander,19
817,thumbnailsized piece tamarind pod pint goodquality red wine best beef mince best results get good rump steak mince blanched almonds black peppercorns crushed thumbsized piece fresh ginger hot chillies sprigs marjoram leaves coriander seeds crushed cloves garlic onion one lemon grated zest handful sultanas pint double cream unsalted butter softened salt freshly ground black pepper bay leaves cumin seeds sprinkling butter greasing pint milk eggs whisked curry powder baking powder freshly grated nutmeg taste salt freshly ground black pepper,19
818,couscous salt pine nuts pint boiling water,19
819,quinoa cooked according packet instructions handful fresh parsley fresh mint red pepper diced cucumber diced red onion diced extra virgin olive oil lemon juice salt freshly ground black pepper cloves fennel seeds coriander seeds cumin seeds paprika pinch turmeric chilli flakes hazelnuts pistachios sesame seeds honey orange juice salt freshly ground black pepper olive oil lamb cutlets,19
820,chicken breast cut cubes chicken thighs wings harissa paste vegetable oil onion garlic cloves crushed ground cinnamon ground cumin ground ginger ground turmeric chilli flakes chicken stock dried apricots quartered x tin tomatoes x tin chickpeas rinsed drained salt freshly ground black pepper freshly mint freshly parsley couscous cooked according packet instructions greekstyle yoghurt handful flaked almonds,19
821,sesame seeds blanched almonds coriander seeds cumin seeds sea salt pepper turkish bread olive oil,19
822,ground cumin ground turmeric raselhanout spice mix saffron strands vegetable oil goat meat mixture shoulder neck leg cut dice onion garlic cloves red chilli stalk seeds removed fresh root ginger unpeeled grated cinnamon stick x tin tinned tomatoes honey readytoeat dried apricots preserved lemon skin sea salt freshly ground black pepper pistachios fresh coriander leaves fresh flat leaf parsley fresh mint leaves butter couscous pistachios flaked toasted almonds pine nuts toasted readytoeat apricots preserved lemon skin fresh mint leaves fresh coriander root leaves fresh flatleaf parsley lemon juice sea salt freshly ground black pepper,19
823,bulgur wheat pints chicken stock warmed chipotle dried chillies fenugreek seeds cumin seeds coriander seeds garlic cloves shallots red chillies seeds removed olive oil rapeseed oil toasted pine nuts pomegranate seeds bunch fresh mint bunch fresh coriander lemon zest juice salt freshly ground black pepper lamb chops bunch rosemary tied string olive oil,19
824,vegetable oil lamb chops fat trimmed onion pinch saffron ras el hanout ground ginger ground white pepper ground black pepper beef stock cube brown lentils pints boiling water tomato pur e tin tomatoes chickpeas drained rinsed plain flour vermicelli noodles bunch fresh parsley bunch fresh coriander,19
825,olive oil ground cumin ground coriander lamb neck fillet trimmed cut pieces piece fresh root ginger grated onions dry white wine tin tomatoes tomato pur e clear honey harissa paste preferably rose lemon juice grated rind tin cannellini beans drained rinsed salt freshly ground black pepper,19
826,unsalted butter softened sprigs chervil sprigs tarragon fresh anchovy fillets garlic clove lemon juice x lamb fillets trimmed freshly ground black pepper sheets brik pastry available specialist north african stores online alternatively use filo pastry clarified butter melted vegetable oil deep fat frying globe artichokes leaves removed cut short middle choke removed lemon juice butter olive oil garlic clove sprigs chervil salt freshly ground black pepper butter olive oil readymade lamb jus reduced lamb stock sherry vinegar olive oil ripe tomatoes halved lengthways,19
827,olive oil lamb shanks onions thickly garlic cloves ground coriander ground cumin cayenne pepper ground cinnamon ground cardamom ground ginger chicken stock pinch saffron soaked warm water salt freshly ground black pepper honey dried figs preserved lemon lemon juice parsley leaves mint leaves,19
828,lamb shanks olive oil onion thickly garlic cloves peeled raselhanout harissa paste cinnamon sticks ground ginger smoked sweet paprika ground cumin freshly ground black pepper ground turmeric x tin tomatoes clear honey saffron chicken stock stoneless dried apricots halved green olives stones removed flaked almonds leave garnish salt freshly ground black pepper bulgur wheat chicken stock red onion pistachio nuts shells removed lemon juice zest pomegranate seeds extra virgin olive oil fresh flat leaf parsley fresh coriander leaves fresh mint fresh tarragon coriander cress,19
829,raselhanout ground cinnamon ground ginger smoked sweet paprika ground cumin freshly ground black pepper ground turmeric lamb shanks olive oil onion thickly garlic cloves peeled x tin tomatoes runny honey pomegranate molasses available middle eastern grocers supermarkets saffron chicken stock stoneless dried apricots halved green olives stones removed whole almonds salt freshly ground black pepper preserved lemons rind bulgur wheat chicken stock red onion pistachios lemon juice pomegranate seeds extra virgin olive oil bunch fresh flat leaf parsley coriander mint salt freshly ground black pepper,19
830,olive oil frying lamb shoulder diced onions cut thick semicircles garlic cloves peeled left whole aubergines diced pinch saffron coriander seeds crushed cumin seeds crushed cardamom pods black peppercorns pinch turmeric dry white wine tomato pur e x tin tomatoes x tin chickpeas drained handful dried apricots cut half lamb chicken stock fresh mint fresh coriander couscous pinch saffron hot chicken stock flaked almonds toasted raisins soaked water olive oil mixed herbs mint coriander parsley,19
831,x boned leg lamb cut pieces ground ginger ground cumin olive oil onion carrots sage leaves cinnamon stick black peppercorns hot chicken stock courgettes aubergine cut pieces potatoes cut pieces tin chickpeas drained rinsed flaked sea salt freshly ground black pepper couscous butter pint boiling chicken stock handful fresh coriander garnish handful fresh parsley garnish,19
832,leg lamb cubed ground coriander seeds ground ginger pinch saffron olive oill shallots whole peeled garlic cloves crushed plain flour tomato pur e cinnamon stick pint lamb stock flatleaf parsley coriander preserved lemon rinsed inner pulp removed medjool dates pits removed clear honey,19
833,vegetable oil onion peeled weight garlic clove red pepper pinch smoked paprika tinned tomatoes level tomato pur e freerange eggs handful fresh parsley salt freshly ground black pepper taste,19
834,garlic clove crushed mint readymade mint sauce lowfat natural yoghurt lean lamb cubed wholegrain couscous onions cut wedges green pepper cored deseeded cut wedges lemon wedges salt freshly ground black pepper,19
835,merguez sausages lemon juice zest couscous red onion extra virgin olive oil salt freshly ground black pepper fresh coriander leaves freerange egg yolks white wine vinegar dijon mustard vegetable oil dried red chillies soaked cold water fresh red chillies seeds removed ground cumin ground caraway seeds smoked sweet paprika garlic cloves tomato pur e red wine vinegar olive oil crusty white rolls,19
836,chicken jointed pieces could use drumsticks thighs dried chickpeas brown basmati rice fresh chillies halved deseeded rounded cumin seeds level coriander seeds saffron stamens packs fresh coriander thinskinned lemons yellow peppers onions cloves garlic carton good chicken stock dry white wine pitted black olives olive oil salt freshly milled black pepper,19
837,olive oil onion garlic clove raselhanout pinch ground cinnamon ground coriander cherry tomatoes coriander freerange eggs salt freshly ground black pepper,19
838,brown lentils olive oil onion garlic cloves raselhanout pinch dried red chilli flakes cumin seeds tomatoes skins removed seeds removed vegetable stock bunch coriander chicken supremes salt freshly ground black pepper flaked almonds toasted garnish red chilli garnish,19
839,olive oil onion garlic clove crushed grated fresh ginger ground cumin turmeric cinnamon stick pinch cayenne pepper plum tomatoes pinch salt firm white fish fillets cod snapper ling cut chunks chickpeas rinsed drained honey salt freshly ground black pepper fresh coriander leaves flaked almonds lightly toasted,19
840,plain flour ground cumin ground coriander ground cinnamon water bind pinch salt clove garlic ground cumin thyme olive oil lamb leg steak aubergine courgette roasted pepper jar sundried tomatoes herby marinated olives stoned lemon juice rocket red chillies cloves garlic fresh coriander lemon juice zest olive oil,19
841,ground ginger freshly ground black pepper ground turmeric cayenne pepper shoulder kid goat trimmed cut chunks dried apricots sultanas rapeseed oil onions garlic cloves honey x tins tomatoes vegetable bouillon powder handful fresh coriander garnish couscous hot chicken stock tin chickpeas drained rinsed red onion pomegranate seeds removed stick celery shredded fresh mint flatleaf parsley lemon juice extra virgin olive oil sea salt freshly ground black pepper,19
842,chicken jointed pieces olive oil preserved lemon washed skin pith clove garlic crushed ground cumin turmeric paprika crushed chilli flakes coriander parsley spring onions preserved lemon brine,19
843,goodquality mayonnaise lime juice garlic cloves crushed fresh mint pinch sea salt onion peeled garlic cloves peeled readytoeat dried apricots ground cumin fresh mint leaves minced lamb shoulder per cent fat content fresh white breadcrumbs harissa paste feta crumbled sea salt sunflower oil frying little gem lettuces shredded pomegranate seeds brioche burger buns halved cucumber halved,19
844,olive oil garlic cloves peeled crushed onions peeled grated fresh ginger coriander seeds crushed ground cinnamon sea salt freshly ground black pepper shoulder lamb boned fat removed cut cubes tomato pur e ripe tomatoes x tomatoes coarsely honey pomegranates couscous olive oil lemons juice pints boiling chicken stock water sea salt freshly ground black pepper fresh mint coriander lime cut wedges bowl greek yoghurt,19
